Predictor: latency, bandwidth
0.0012242633678332072 0.0278272934023987
0.11067498497381953 0.11281654981532045 0.1260581269331776
0.029924241693970937 0.03099899647813909 0.050623335460230054
0.15210505209633196 0.15380481116710587 0.16210298780108814
0.04333886768146277 0.044386349635025336 0.0688674029656328
0.07822813137776788 0.07914041322509428 0.10313673010790506
0.11798603889600305 0.1205606742576931 0.13493416337292444
0.15211352436572936 0.15380650056828396 0.16210348495542054
0.1108268231333306 0.11302575918693977 0.1260721170831112
0.11864697946108185 0.1204009602063476 0.13561290011086208
0.21802619002305243 0.22082426220045068 0.22776554700223425
0.05049126000186691 0.05149698287038257 0.07278249037956902
0.08240024377106937 0.0832879952513232 0.10497973772274347
0.1521093097339799 0.1538144379464545 0.16212995451717943
0.16112451265729796 0.16260394733136946 0.1724774574304224
0.07887406663317269 0.07978422675458541 0.10365573126443406
0.2180344548365391 0.2208249099981659 0.22776602844301486
0.11808960458364433 0.12071590087345506 0.1349349973330613
0.12499095831398806 0.12713743153354534 0.1433914817805494
0.1521142684004647 0.15381444593948204 0.16213309931102565
0.16368593304607068 0.16495133410214805 0.17496179301659742
0.1221044203671867 0.12399204709775427 0.13843257794467642
0.21824458527136695 0.22100928542177545 0.22824808156356843
0.2262293788663064 0.2287487723959 0.23724635388414372
0.08244620521083097 0.08333415729543574 0.1050929805694095
0.16550056800907081 0.16703509135475042 0.1762797246677824
0.21835558965824953 0.22106808593292526 0.22834971968170098
0.22857052386590146 0.23082026497414154 0.239515453082023
0.12790020763520896 0.13016452806601356 0.1456414621948978
0.16668958456782226 0.16806328453436906 0.17749837703893903
0.2281019641639611 0.23065018201935195 0.23875733946294117
0.22957483958783356 0.23189500518744033 0.24026269605918077

Predictor: latency, nodeCount
0.0012242633678332072 0.11067498497381953
0.0278272934023987 0.02961561520387088 0.12605812693317758
0.029924241693970937 0.03099899647813909 0.11798603889600351
0.15210505209633196 0.15380481116710587 0.15211352436572967
0.04333886768146277 0.044386349635025336 0.11082682313333062
0.07822813137776788 0.07914041322509428 0.11864697946108178
0.05062333546023 0.05217652664570048 0.13493416337292444
0.1621029878010876 0.16416437166140893 0.16210348495542057
0.0688674029656327 0.07042208625493904 0.12607211708311117
0.10313673010790513 0.1045205967142265 0.13561290011086227
0.21802619002305243 0.22082426220045068 0.21803445483653908
0.05049126000186691 0.05149698287038257 0.11808960458364431
